"AIDS Report Number","Local Event Date","Event City","Event State","Event Airport","Event Type","Aircraft Damage","Flight Phase","Aircraft Make","Aircraft Model","Aircraft Series","Operator","Primary Flight Type","Flight Conduct Code","Flight Plan Filed Code","Aircraft Registration Nbr","Total Fatalities","Total Injuries","Aircraft Engine Make","Aircraft Engine Model","Engine Group Code","Nbr of Engines","PIC Certificate Type","PIC Flight Time Total Hrs","PIC Flight Time Total Make-Model"," "," "
"19941029039869I","29-OCT-94","BONDVILLE","VT","","INCIDENT","MINOR","CLIMB","CESSNA","CE-172","CE-172-N","","PERSONAL","GENERAL OPERATING RULES","NONE","3369E","0","0","LYC","O320H2AD","O320","1","PRIVATE PILOT","198","100","36","40"
"19941216047999I","16-DEC-94","MIDDLEBURY","VT","MIDDLEBURY STATE","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","STNSON","SR-108","SR-108-2","","PERSONAL","GENERAL OPERATING RULES","NONE","8030K","0","0","","","","1","PRIVATE PILOT","190","","",""
"19950303007919I","03-MAR-95","SWANTON","VT","FRANKLIN COUNTY STATE","INCIDENT","MINOR","TAKEOFF GROUND ROLL","BLANCA","BL-7","BL-7-ECA","","PERSONAL","GENERAL OPERATING RULES","NONE","99DT","0","0","","","","1","PRIVATE PILOT","998","1300","45","15"
"19950417010189I","17-APR-95","SWANTON","VT","","INCIDENT","MINOR","FINAL APPROACH","NAVION","NAV-G","","","PERSONAL","GENERAL OPERATING RULES","NONE","2428T","0","0","CONT","IO470H","O470","1","PRIVATE PILOT","381","350","7","24"
"19951129043459I","29-NOV-95","BURLINGTON","VT","","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","CESSNA","CE-172","CE-172-M","","PERSONAL","GENERAL OPERATING RULES","NONE","93AA","0","0","LYC","O360A1A","O360","1","COMMERCIAL PILOT","530","20","12","12"
"19951222045159I","22-DEC-95","NEWPORT","VT","NEWPORT STATE","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","CESSNA","CE-210","CE-210-T210N","","PERSONAL","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","4620Y","0","0","","","","1","PRIVATE PILOT","750","250","20","20"
"19960117003079I","17-JAN-96","MONTPELIER","VT","","INCIDENT","MINOR","FCD/PREC LDG FROM CRUISE","CESSNA","CE-172","CE-172-H","","PERSONAL","GENERAL OPERATING RULES","NONE","2754L","0","0","CONT","O300D","O300","1","PRIVATE PILOT","1000","600","",""
"19960517013299I","17-MAY-96","BURLINGTON","VT","BURLINGTON INTL","INCIDENT","MINOR","FCD/PREC LDG FROM CRUISE","BEECH","BE-100","BE-100-A100","ELANAIR INC","AIR TAXI (NON-SCHEDULED)","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","100GV","0","0","PWA","PT6A28","PT6","2","AIRLINE TRANSPORT","13500","50","100","30"
"19960519014339I","19-MAY-96","BARRE","VT","EDWARD F KNAPP STATE","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","BEECH","BE-23","BE-23-B24R","","PERSONAL","GENERAL OPERATING RULES","NONE","9373S","0","0","CONT","IO360A","O360","1","PRIVATE PILOT","100","40","6","6"
"19960601040969I","01-JUN-96","BURLINGTON","VT","BURLINGTON INTL","INCIDENT","MINOR","TOUCH AND GO LANDING","BEECH","BE-76","","","PERSONAL","GENERAL OPERATING RULES","NONE","1860X","0","0","","","","2","COMMERCIAL PILOT","","","",""
"19961113041709I","13-NOV-96","RUTLAND","VT","RUTLAND - SOUTHERN VERMONT RGNL","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","PIPER","PA-34","PA-34-200","","AIR TAXI (NON-SCHEDULED)","FOREIGN AIR CARRIER","INSTRUMENT FLIGHT RULES","CGRSU","0","0","","","","2","AIRLINE TRANSPORT","","","",""
"19970627016249I","27-JUN-97","HIGHGATE","VT","FRANKLIN COUNTY STATE","INCIDENT","MINOR","FCD/PREC LDG FROM CRUISE","QUESTAIR","VENTURE","Q20","","PERSONAL","GENERAL OPERATING RULES","NONE","60BP","0","0","","","","1","COMMERCIAL PILOT","3000","50","7","7"
"19970705025419I","05-JUL-97","BONDVILLE","VT","RED FOX","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","CESSNA","CE-182","CE-182-TR","","PERSONAL","GENERAL OPERATING RULES","NONE","4211S","0","0","","","","1","COMMERCIAL PILOT","3085","1311","63","58"
"19970722027809I","22-JUL-97","BURLINGTON","VT","BURLINGTON INTL","INCIDENT","","LEVEL OFF TOUCHDOWN","PIPER","PA-28","PA-28-180","","PERSONAL","GENERAL OPERATING RULES","NONE","9323J","0","0","","","","1","AIRLINE TRANSPORT","21000","100","200","6"
"19970726023759I","26-JUL-97","VERGENNES","VT","BASIN HARBOR","INCIDENT","UNKNOWN","CLIMB","CESSNA","CE-150","CE-150-L","","INSTRUCTION","GENERAL OPERATING RULES","NONE","10731","0","0","","","","1","STUDENT","20","20","12","12"
"20010902023739I","02-SEP-01","BURLINGTON","VT","BURLINGTON INTL","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","AMRGEN","GA-AA","GA-AA-1","","PERSONAL","GENERAL OPERATING RULES","","5739L","0","0","","","","1","PRIVATE PILOT","840","650","5",""
"20020214001909I","14-FEB-02","BURLINGTON","VT","BURLINGTON INTL","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","CESSNA","CE-180","","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","3196C","0","0","","","","1","COMMERCIAL PILOT","4440","275","27",""
"20020529012659I","29-MAY-02","WARREN","VT","WARREN-SUGARBUSH","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","NAVION","NAV-B","","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","4SK","0","0","","","","1","COMMERCIAL PILOT","1170","1000","15",""
"20030425006709I","25-APR-03","LYNDONVILLE","VT","CALEDONIA COUNTY","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","MOONEY","M-20","M-20-E","","OTHER","GENERAL OPERATING RULES","UNKNOWN","7119V","0","0","","","","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","5700","2220","40",""
"20030527009449I","27-MAY-03","MIDDLEBURG","VT","","INCIDENT","MINOR","TO INITIAL CLIMB (1ST POWER REDUCTION)","","","","","PERSONAL","GENERAL OPERATING RULES","NONE","412JP","0","0","","","","1","COMMERCIAL PILOT","6000","132","50",""
"20040229004569I","29-FEB-04","SUNDERLAND","VT","","INCIDENT","MINOR","NORMAL CRUISE","BEECH","BE-36","BE-36-A36","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","916EB","0","0","CONT","IO550B","O550","1","PRIVATE PILOT","760","516","20",""
"20040616011429I","16-JUN-04","BURLINGTON","VT","BURLINGTON INTL","INCIDENT","MINOR","OTHER GROUND OPERATIONS","DE HAVILLAND-BOMBARDIER","DASH 8","100","ALLEGHENY AIRLINES INC","SUPPLEMENTAL OR COMMERCIAL OPERATOR","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","827EX","0","0","","","","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","6000","2500","90",""
"20040808017039I","08-AUG-04","BURLINGTON","VT","BURLINGTON INTL","INCIDENT","MINOR","TAKEOFF GROUND ROLL","PIPER","PA-32","PA-32-260","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","3826W","0","0","","","","1","COMMERCIAL PILOT","520","450","100",""
"20050615011649I","15-JUN-05","BENNINGTON","VT","WILLIAM H. MORSE STATE","INCIDENT","MINOR","GO ROUND (ABORTED VISUAL FLIGHT RULES)","CESSNA","CE-172","CE-172-F","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","5382R","0","0","","","","1","PRIVATE PILOT","560","480","75",""
"20050620011939I","20-JUN-05","BURLINGTON","VT","BURLINGTON INTL","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","BBAVIA","BBAVIA-7","BBAVIA-7-GCBC","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","8993R","0","0","","","","1","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","7700","30","50",""
"20060613010629I","13-JUN-06","BURLINGTON","VT","BURLINGTON INTL","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","ZENAIR","CH-601","HD","","INSTRUCTION","GENERAL OPERATING RULES","UNKNOWN","1170Q","0","0","ROTAX","ROTAX*","","1","","0","0","0",""
"20060816022779I","16-AUG-06","MORRISVILLE","VT","MORRISVILLE-STOWE STATE","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","SEAREY","SEAREY","","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","21GE","0","0","","","","1","PRIVATE PILOT","1025","","7",""
"20070511015439I","11-MAY-07","NEWPORT","VT","NEWPORT STATE","INCIDENT","MINOR","FORCED/PRECAUTIONARY LANDING","ACMNDR","ACMNDR-100","ACMNDR-100-180","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","4061X","0","0","LYC","O320*","O320","1","PRIVATE PILOT","440","300","12",""
"20070616015729I","16-JUN-07","FAIRFAX","VT","","INCIDENT","MINOR","NORMAL CRUISE","KITFOX","KITFOX","","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","43KA","0","0","","","","1","PRIVATE PILOT","990","490","25",""
"20070926830979I","26-SEP-07","BURLINGTON","VT","BURLINGTON INTL","INCIDENT","NONE","DESCENT","CANADAIR-BOMBARDIER","CHALLENGER","600","GOJET AIRLINES LLC","SUPPLEMENTAL OR COMMERCIAL OPERATOR","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","161GJ","0","0","GE","CF348C5B1","CF34","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","17000","1100","250",""
"20080205011159I","05-FEB-08","BURLINGTON","VT","BURLINGTON INTL","INCIDENT","NONE","LEVEL OFF TOUCHDOWN","BEECH","BE-76","","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","707DJ","0","0","","","","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","20700","195","270",""
"20080224012929I","24-FEB-08","MORRISVILLE","VT","MORRISVILLE-STOWE STATE","INCIDENT","SUBSTANTIAL","TO INITIAL CLIMB (1ST POWER REDUCTION)","PIPER","PA-28","PA-28-140","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","4133J","0","1","","","","1","PRIVATE PILOT","242","140","8",""
"20080630842819I","30-JUN-08","WARREN","VT","","INCIDENT","MINOR","FORCED/PRECAUTIONARY LANDING","SCHLER","ASK-21","","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","221SB","0","1","","","","0","AIRLINE TRANSPORT","7000","20","10",""
"20090907025489I","07-SEP-09","STOWE","VT","","INCIDENT","NONE","LANDING: TOUCHDOWN","HEAD","HEAD-AX8","HEAD-AX8-105","","","GENERAL OPERATING RULES","","105VT","0","5","NONE","NONE","","","COMMERCIAL PILOT","406","280","15",""
"20091006050209I","06-OCT-09","WILLIAMSTOWN","VT","","INCIDENT","MINOR","MANEUVER","CGS","HAWK","PLUS","","","GENERAL OPERATING RULES","","9187X","0","0","AMA/EX","UNKNOWN ENG","UNKNOW","","","0","0","0",""
"20100220027759I","20-FEB-10","NEWPORT","VT","","INCIDENT","MINOR","TAXI","CESSNA","CE-120","","","","GENERAL OPERATING RULES","","4181N","0","0","CONT M","C85 SERIES","","1","COMMERCIAL PILOT","1200","600","10",""
"20100429051529I","29-APR-10","RUTLAND","VT","RUTLAND - SOUTHERN VERMONT RGNL","INCIDENT","NONE","LANDING: TOUCHDOWN","COZY","COZY","IV","","","GENERAL OPERATING RULES","","96PM","0","0","AMA/EX","UNKNOWN ENG","","","PRIVATE PILOT","1200","120","15",""
"20101030048769I","30-OCT-10","SPRINGFIELD","VT","HARTNESS STATE (SPRINGFIELD)","INCIDENT","MINOR","LANDING: APPROACH","CESSNA","CE-310","","","","GENERAL OPERATING RULES","","131X","0","0","CONT M","O-470 SERIES","","2","COMMERCIAL PILOT FLIGHT INSTRUCTOR","3050","230","10",""
"20101214054069I","14-DEC-10","","VT","EDWARD F KNAPP STATE","INCIDENT","MINOR","LANDING: TOUCHDOWN","RAYTHEON","99","C99","WIGGINS AIRWAYS INC","","AIR TAXI/COMMUTER","","190WA","0","0","P&W","PT6A SER","","","COMMERCIAL PILOT","3615","3615","103",""
"20110704017629I","04-JUL-11","VERGENNES","VT","BASIN HARBOR","INCIDENT","MINOR","TAKEOFF: CLIMB OUT","PITTS","PITTS-S2","PITTS-S2-B","","","GENERAL OPERATING RULES","","311PS","0","0","LYCOMI","AEIO-540 SER","","","COMMERCIAL PILOT","8200","3400","12",""
"20110822019419I","22-AUG-11","LYNDONVILLE","VT","CALEDONIA COUNTY","INCIDENT","MINOR","TAXI","AVIAT","AVIAT-A","AVIAT-A-1","","","GENERAL OPERATING RULES","","8765H","0","0","LYCOMI","O&VO-360 SER","","","COMMERCIAL PILOT","","","",""
"20120924020379I","24-SEP-12","RUTLAND","VT","RUTLAND - SOUTHERN VERMONT RGNL","INCIDENT","MINOR","LANDING: ROLLOUT","DASSAULT AVIATION","","","","","GENERAL OPERATING RULES","","100AC","0","0","ALLIED","TFE 731","5BR-2C","","AIRLINE TRANSPORT","5400","1510","15",""
"20121019022309I","19-OCT-12","BURLINGTON","VT","BURLINGTON INTL","INCIDENT","MINOR","TAKEOFF: DEPARTURE","MAULE","M-5","M-5-235C","","","GENERAL OPERATING RULES","","5641K","0","0","LYCOMI","0-540 SERIES","","","PRIVATE PILOT","500","15","100",""
"20130722013859I","22-JUL-13","BURLINGTON","VT","BURLINGTON INTL","INCIDENT","NONE","LANDING: APPROACH","DE HAVILLAND-BOMBARDIER","DASH 8","","REPUBLIC AIRLINES INC","","AIR CARRIER/COMMERCIAL","","323NG","0","0","P&W CA","PW150A","","","COMMERCIAL PILOT FLIGHT INSTRUCTOR","8700","581","137",""
"20140428005549I","28-APR-14","SOUTH BURLINGTON","VT","BURLINGTON INTL","INCIDENT","MINOR","TAXI","CESSNA","CE-182","CE-182-T","","","GENERAL OPERATING RULES","","NONE","0","0","","","","","UNKNOWN/FOREIGN","181","83","6",""
"20140521007849I","21-MAY-14","WARREN","VT","WARREN-SUGARBUSH","INCIDENT","MINOR","CRUISE-LEVEL FLIGHT","EMBRAER","","","WIGGINS AIRWAYS INC","","AIR TAXI/COMMUTER","","116WA","0","0","P&W CA","PT6A-60A","","","COMMERCIAL PILOT FLIGHT INSTRUCTOR","8041","167","97",""
"20140607007709I","07-JUN-14","POMFRET","VT","POST MILLS","INCIDENT","MINOR","LANDING: TOUCHDOWN","GLASER","DG-300","","","","GENERAL OPERATING RULES","","123EE","0","0","NONE","NONE","","","PRIVATE PILOT","50","39","35",""
"20140726016119I","26-JUL-14","BURLINGTON","VT","BURLINGTON INTL","INCIDENT","MINOR","LANDING: TOUCHDOWN","CESSNA","CE-180","CE-180-A","","","GENERAL OPERATING RULES","","620MM","0","0","CONT M","O-470 SERIES","","1","COMMERCIAL PILOT","160","65","30",""
"20140927019769I","27-SEP-14","BASIN HARBOR","VT","BASIN HARBOR","INCIDENT","MINOR","LANDING: APPROACH","PIPER","PA-22","PA-22-160","","","GENERAL OPERATING RULES","","8907D","0","0","LYCOMI","0-320 SERIES","","","PRIVATE PILOT","535","509","11",""
"20150411010529I","11-APR-15","MILTON","VT","","INCIDENT","MINOR","LANDING: ROLLOUT","CESSNA","CE-172","CE-172-N","","","GENERAL OPERATING RULES","","739VL","0","0","LYCOMI","0-320 SERIES","","1","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","27000","12000","20",""
"20150604009339I","04-JUN-15","SWANTON","VT","FRANKLIN COUNTY STATE","INCIDENT","SUBSTANTIAL","LANDING: TOUCHDOWN","CESSNA","CE-182","CE-182-T","","","GENERAL OPERATING RULES","","5209P","0","0","LYCOMI","TI0-540 SER","","1","PRIVATE PILOT","462","364","24",""
"20150816016729I","16-AUG-15","CHITTENDEN","VT","","INCIDENT","MINOR","LANDING: APPROACH","PIPER","PA-12","","","","GENERAL OPERATING RULES","","4396M","0","0","LYCOMI","0-235 SERIES","","","PRIVATE PILOT","1450","7","1",""
"20150817020039I","17-AUG-15","ADDISON","VT","","INCIDENT","NONE","OTHER-SPECIFY","CESSNA","CE-182","","","","GENERAL OPERATING RULES","","321EE","1","0","CONT M","O-470 SERIES","","1","","","","",""
"20150819018649I","19-AUG-15","WARREN","VT","WARREN-SUGARBUSH","INCIDENT","MINOR","TAKEOFF: DEPARTURE","PIPER","PA-25","PA-25-235","","","GENERAL OPERATING RULES","","9584P","0","0","LYCOMI","0-540 SERIES","","","COMMERCIAL PILOT FLIGHT INSTRUCTOR","2430","1400","53",""
"20150917016739I","17-SEP-15","MONTPELIER","VT","EDWARD F KNAPP STATE","INCIDENT","SUBSTANTIAL","OTHER-SPECIFY","","","","","","GENERAL OPERATING RULES","","NONE","0","1","ROTAX","582","","","PRIVATE PILOT","200","","",""
"20151120018919I","20-NOV-15","BURLINGTON","VT","BURLINGTON INTL","INCIDENT","MINOR","LANDING: ROLLOUT","PIPER","PA-11","","","","GENERAL OPERATING RULES","","4681M","0","0","CONT M","A&C65 SERIES","","","AIRLINE TRANSPORT","11869","66","22",""
"20151120023039I","20-NOV-15","BURLINGTON","VT","BURLINGTON INTL","INCIDENT","MINOR","TAXI","CHAMP","CHAMP-7","","","","GENERAL OPERATING RULES","","8599E","0","0","CONT M","C90 SERIES","","1","PRIVATE PILOT","3300","3000","50",""
"20160401024509I","01-APR-16","RUTLAND","VT","RUTLAND - SOUTHERN VERMONT RGNL","INCIDENT","MINOR","LANDING: TOUCHDOWN","PIPER","PA-46","","","","GENERAL OPERATING RULES","","31LA","0","0","P&W CA","PT6A-42A","","","PRIVATE PILOT","3400","1250","65",""
"20161007019959I","07-OCT-16","QUECHEE","VT","","INCIDENT","MINOR","DESCENT","AEROSTAR","","","","","GENERAL OPERATING RULES","","5312E","0","0","NONE","NONE","N/A","","COMMERCIAL PILOT","573","","",""
"20180119000989I","19-JAN-18","LYNDONVILLE","VT","CALEDONIA COUNTY","INCIDENT","MINOR","LANDING: ROLLOUT","CIRRUS","CIRRUS-SR","CIRRUS-SR-22","","","GENERAL OPERATING RULES","","7822M","0","0","","","","1","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","38880","","",""
